interface,model,task_id,total_search_invocations,total_elements_retrieved
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task11,2,60
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task12,2,30
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task2,2,35
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task3,4,90
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task4,2,30
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task5,3,75
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task6,2,45
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task7,2,60
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task8,2,30
gpt-5-mini-medium,gpt-5-mini,Webmall_Single_Product_Search_Task9,2,60
gpt-5-mini-medium,gpt-5-mini,Webmall_Substitutes_Task1,2,60
gpt-5-mini-medium,gpt-5-mini,Webmall_Substitutes_Task2,2,60
gpt-5-mini-medium,gpt-5-mini,Webmall_Substitutes_Task3,13,395
gpt-5-mini-medium,gpt-5-mini,Webmall_Substitutes_Task4,2,60
gpt-5-mini-medium,gpt-5-mini,Webmall_Substitutes_Task5,12,350
gpt-5-mini-medium,gpt-5-mini,Webmall_Substitutes_Task6,3,90
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task1,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task2,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task5,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task6,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Add_To_Cart_Task7,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task10,2,20
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task11,2,45
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task2,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task5,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task6,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task7,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task8,2,50
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Specific_Task9,4,60
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task2,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task5,2,40
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task6,5,75
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task7,3,60
gpt-5-nano-medium,gpt-5-nano,Webmall_Best_Fit_Vague_Task8,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task10,1,20
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task2,1,20
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task3,1,20
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task5,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task6,1,20
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task7,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task8,4,60
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Specific_Task9,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Vague_Task1,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Vague_Task2,3,45
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Vague_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Vague_Task4,4,60
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Vague_Task5,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Best_Fit_Vague_Task6,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task10,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task2,6,90
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task5,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task6,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task7,3,75
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task8,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Cheapest_Product_Search_Task9,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task2,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task5,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task6,0,0
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task7,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Checkout_Task8,0,0
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task2,2,30
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task5,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task6,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task7,2,30
gpt-5-nano-medium,gpt-5-nano,Webmall_EndToEnd_Task8,2,40
gpt-5-nano-medium,gpt-5-nano,Webmall_Find_Compatible_Products_Task1,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Find_Compatible_Products_Task2,3,60
gpt-5-nano-medium,gpt-5-nano,Webmall_Find_Compatible_Products_Task3,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Find_Compatible_Products_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Find_Compatible_Products_Task5,3,55
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task10,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task11,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task12,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task2,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task3,2,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task4,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task5,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task6,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task7,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task8,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Single_Product_Search_Task9,1,20
gpt-5-nano-medium,gpt-5-nano,Webmall_Substitutes_Task1,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Substitutes_Task2,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Substitutes_Task3,2,45
gpt-5-nano-medium,gpt-5-nano,Webmall_Substitutes_Task4,1,30
gpt-5-nano-medium,gpt-5-nano,Webmall_Substitutes_Task5,1,15
gpt-5-nano-medium,gpt-5-nano,Webmall_Substitutes_Task6,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task1,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task2,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task3,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task4,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task5,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task6,1,15
gpt.41,gpt-4.1,Webmall_Add_To_Cart_Task7,1,15
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task1,1,30
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task10,1,30
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task11,1,30
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task2,1,15
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task3,1,20
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task4,3,45
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task5,1,20
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task6,1,20
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task7,1,15
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task8,1,30
gpt.41,gpt-4.1,Webmall_Best_Fit_Specific_Task9,1,30
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task1,1,15
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task2,1,30
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task3,1,20
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task4,2,40
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task5,1,20
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task6,7,80
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task7,1,15
gpt.41,gpt-4.1,Webmall_Best_Fit_Vague_Task8,1,20
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task1,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task10,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task2,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task3,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task4,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task5,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task6,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task7,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task8,1,20
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Specific_Task9,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Vague_Task1,2,50
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Vague_Task2,1,20
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Vague_Task3,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Vague_Task4,4,60
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Vague_Task5,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Best_Fit_Vague_Task6,4,60
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task1,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task10,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task2,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task3,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task4,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task5,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task6,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task7,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task8,1,15
gpt.41,gpt-4.1,Webmall_Cheapest_Product_Search_Task9,1,15
gpt.41,gpt-4.1,Webmall_Checkout_Task1,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task2,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task3,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task4,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task5,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task6,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task7,0,0
gpt.41,gpt-4.1,Webmall_Checkout_Task8,0,0
gpt.41,gpt-4.1,Webmall_EndToEnd_Task1,1,10
gpt.41,gpt-4.1,Webmall_EndToEnd_Task2,1,10
gpt.41,gpt-4.1,Webmall_EndToEnd_Task3,1,15
gpt.41,gpt-4.1,Webmall_EndToEnd_Task4,1,15
gpt.41,gpt-4.1,Webmall_EndToEnd_Task5,1,10
gpt.41,gpt-4.1,Webmall_EndToEnd_Task6,1,15
gpt.41,gpt-4.1,Webmall_EndToEnd_Task7,2,20
gpt.41,gpt-4.1,Webmall_EndToEnd_Task8,2,45
gpt.41,gpt-4.1,Webmall_Find_Compatible_Products_Task1,1,15
gpt.41,gpt-4.1,Webmall_Find_Compatible_Products_Task2,1,30
gpt.41,gpt-4.1,Webmall_Find_Compatible_Products_Task3,1,20
gpt.41,gpt-4.1,Webmall_Find_Compatible_Products_Task4,2,45
gpt.41,gpt-4.1,Webmall_Find_Compatible_Products_Task5,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task1,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task10,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task11,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task12,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task2,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task3,2,30
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task4,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task5,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task6,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task7,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task8,1,15
gpt.41,gpt-4.1,Webmall_Single_Product_Search_Task9,1,15
gpt.41,gpt-4.1,Webmall_Substitutes_Task1,1,15
gpt.41,gpt-4.1,Webmall_Substitutes_Task2,1,15
gpt.41,gpt-4.1,Webmall_Substitutes_Task3,1,15
gpt.41,gpt-4.1,Webmall_Substitutes_Task4,1,15
gpt.41,gpt-4.1,Webmall_Substitutes_Task5,1,15
gpt.41,gpt-4.1,Webmall_Substitutes_Task6,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task1,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task2,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task3,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task4,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task5,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task6,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Add_To_Cart_Task7,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task1,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task10,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task11,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task2,1,50
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task3,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task4,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task5,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task6,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task7,1,50
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task8,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Specific_Task9,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task1,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task2,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task3,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task4,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task5,1,50
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task6,4,90
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task7,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Best_Fit_Vague_Task8,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task1,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task10,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task2,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task3,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task4,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task5,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task6,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task7,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task8,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task9,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task1,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task2,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task3,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task4,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task5,1,20
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task6,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task1,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task10,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task2,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task3,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task4,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task5,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task6,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task7,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task8,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Cheapest_Product_Search_Task9,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task1,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task2,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task3,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task4,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task5,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task6,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task7,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Checkout_Task8,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task1,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task2,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task3,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task4,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task5,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task6,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task7,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_EndToEnd_Task8,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Find_Compatible_Products_Task1,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Find_Compatible_Products_Task2,2,45
magistral-medium-latest,magistral-medium-latest,Webmall_Find_Compatible_Products_Task3,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Find_Compatible_Products_Task4,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Find_Compatible_Products_Task5,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task1,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task10,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task11,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task12,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task2,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task3,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task4,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task5,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task6,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task7,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task8,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Single_Product_Search_Task9,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Substitutes_Task1,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Substitutes_Task2,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Substitutes_Task3,1,30
magistral-medium-latest,magistral-medium-latest,Webmall_Substitutes_Task4,1,15
magistral-medium-latest,magistral-medium-latest,Webmall_Substitutes_Task5,0,0
magistral-medium-latest,magistral-medium-latest,Webmall_Substitutes_Task6,1,15
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task1,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task2,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task3,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task4,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task5,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task6,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Add_To_Cart_Task7,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task1,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task10,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task11,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task2,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task4,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task5,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task6,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task7,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task8,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Specific_Task9,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task1,1,15
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task2,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task4,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task5,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task6,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task7,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Best_Fit_Vague_Task8,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task1,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task10,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task2,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task4,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task5,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task6,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task7,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task8,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Specific_Task9,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task1,0,0
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task2,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task3,1,30
mistral-medium-latest,mistral-medium-latest,Webmall_Cheapest_Best_Fit_Vague_Task4,0,0
